"STATION","NAME","DATE","AWND","PRCP","SNOW","TAVG","TMAX","TMIN","TSUN","WDF2","WSF2","WT01","WT02","WT03","WT04","WT05","WT06","WT08"
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-10-15",,"0.05","0.0",,"68","52",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-10-16",,"0.01","0.0",,"60","47",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-10-17",,"0.00","0.0",,"61","46",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-10-18",,"0.00","0.0",,"50","42",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-10-19",,"0.00","0.0",,"60","43",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-10-20",,"0.06","0.0",,"62","51",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-10-21",,"0.00","0.0",,"51","39",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-10-22",,"0.00","0.0",,"50","39",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-10-23",,"0.00","0.0",,"63","49",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-10-24",,"0.00","0.0",,"54","44",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-10-25",,"0.00","0.0",,"51","40",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-10-26",,"0.00","0.0",,"50","38",,,,,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-10-27",,"1.27","0.0",,"51","44",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-10-28",,"0.07","0.0",,"52","45",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-10-29",,"0.03","0.0",,"56","47",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-10-30",,"0.00","0.0",,"55","42",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-10-31",,"0.00","0.0",,"64","44",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-11-01",,"0.00","0.0",,"70","57",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-11-02",,"0.22","0.0",,"72","64",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-11-03",,"0.37","0.0",,"65","48",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-11-04",,"0.00","0.0",,"55","43",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-11-05",,"0.30","0.0",,"53","48",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-11-06",,"0.68","0.0",,"59","49",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-11-07",,"0.00","0.0",,"62","51",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-11-08",,"0.00","0.0",,"56","45",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-11-09",,"0.77","0.0",,"52","40",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-11-10",,"0.03","0.0",,"50","34",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-11-11",,"0.00","0.0",,"46","33",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-11-12",,"0.04","0.0",,"49","37",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-11-13",,"1.06","0.0",,"50","43",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-11-14",,"0.00","0.0",,"43","32",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-11-15",,"1.16","6.4",,"40","28",,,,"    1","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-11-16",,"0.31","0.0",,"45","34",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-11-17",,"0.00","0.0",,"47","37",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-11-18",,"0.00","0.0",,"44","39",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-11-19",,"0.00","0.0",,"50","41",,,,,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-11-20",,"0.00","0.0",,"47","39",,,,"    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-11-21",,"0.00","0.0",,"44","27",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-11-22",,"0.00","0.0",,"28","17",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-11-23",,"0.00","0.0",,"32","15",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-11-24",,"0.97","0.0",,"49","31",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-11-25",,"0.81","0.0",,"55","45",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-11-26",,"0.85","0.0",,"53","45",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-11-27",,"0.03","0.0",,"45","37",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-11-28",,"0.00","0.0",,"42","36",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-11-29",,"0.00","0.0",,"46","38",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-11-30",,"0.02","0.0",,"43","38",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-12-01",,"0.05","0.0",,"46","36",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-12-02",,"0.59","0.0",,"56","42",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-12-03",,"0.00","0.0",,"55","46",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-12-04",,"0.00","0.0",,"46","31",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-12-05",,"0.00","0.0",,"37","28",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-12-06",,"0.00","0.0",,"40","30",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-12-07",,"0.00","0.0",,"39","28",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-12-08",,"0.00","0.0",,"36","24",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-12-09",,"0.00","0.0",,"36","28",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-12-10",,"0.00","0.0",,"39","29",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-12-11",,"0.00","0.0",,"41","29",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-12-12",,"0.00","0.0",,"41","33",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-12-13",,"0.03","0.0",,"40","33",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-12-14",,"0.10","0.0",,"51","40",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-12-15",,"0.14","0.0",,"52","46",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-12-16",,"1.43","0.0",,"46","35",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-12-17",,"0.03","0.0",,"46","37",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-12-18",,"0.00","0.0",,"40","28",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-12-19",,"0.00","0.0",,"42","26",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-12-20",,"0.22","0.0",,"47","37",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-12-21",,"1.61","0.0",,"61","47",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-12-22",,"0.02","0.0",,"54","40",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-12-23",,"0.00","0.0",,"43","36",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-12-24",,"0.12","0.0",,"43","36",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-12-25",,"0.00","0.0",,"40","33",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-12-26",,"0.00","0.0",,"43","32",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-12-27",,"0.00","0.0",,"44","37",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-12-28",,"1.15","0.0",,"60","43",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-12-29",,"0.00","0.0",,"57","39",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-12-30",,"0.00","0.0",,"40","33",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2018-12-31",,"1.02","0.0",,"48","36",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-01-01",,"0.06","0.0",,"58","39",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-01-02",,"0.00","0.0",,"40","35",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-01-03",,"0.00","0.0",,"44","37",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-01-04",,"0.00","0.0",,"47","35",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-01-05",,"0.50","0.0",,"47","41",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-01-06",,"0.00","0.0",,"49","31",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-01-07",,"0.00","0.0",,"34","25",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-01-08",,"0.17","0.0",,"45","34",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-01-09",,"0.06","0.0",,"45","34",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-01-10",,"0.00","0.0",,"34","28",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-01-11",,"0.00","0.0",,"30","21",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-01-12",,"0.00","0.0",,"34","20",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-01-13",,"0.00","0.0",,"33","25",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-01-14",,"0.00","0.0",,"32","22",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-01-15",,"0.00","0.0",,"36","25",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-01-16",,"0.00","0.0",,"39","30",,,,,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-01-17",,"0.00","0.0",,"33","24",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-01-18",,"0.05","0.5",,"39","29",,,,"    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-01-19",,"0.29","0.2",,"37","32",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-01-20",,"0.88","0.0",,"42","14",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-01-21",,"0.00","0.0",,"14","4",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-01-22",,"0.00","0.0",,"31","13",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-01-23",,"0.00","0.0",,"52","31",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-01-24",,"1.33","0.0",,"59","35",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-01-25",,"0.00","0.0",,"40","28",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-01-26",,"0.00","0.0",,"35","24",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-01-27",,"0.00","0.0",,"49","32",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-01-28",,"0.00","0.0",,"38","25",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-01-29",,"0.23","0.0",,"43","25",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-01-30",,"0.01","0.4",,"35","6",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-01-31",,"0.00","0.0",,"16","2",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-01",,"0.00","0.0",,"21","11",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-02",,"0.00","0.0",,"34","16",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-03",,"0.00","0.0",,"53","33",,,,,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-04",,"0.00","0.0",,"61","41",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-05",,"0.00","0.0",,"65","44",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-06",,"0.45","0.0",,"46","35",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-07",,"0.07","0.0",,"44","39",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-08",,"0.37","0.0",,"55","32",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-09",,"0.00","0.0",,"32","23",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-10",,"0.00","0.0",,"35","23",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-11",,"0.00","0.0",,"38","30",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-12",,"0.75","1.2",,"36","26",,,,"    1",,,,,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-13",,"0.08","0.0",,"41","33",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-14",,"0.00","0.0",,"46","33",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-15",,"0.00","0.0",,"59","42",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-16",,"0.00","0.0",,"47","32",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-17",,"0.04","0.0",,"38","26",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-18",,"0.09","0.0",,"42","26",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-19",,"0.00","0.0",,"36","23",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-20",,"0.57","1.3",,"33","26",,,,"    1","    1",,,,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-21",,"0.10","0.0",,"52","33",,,,"    1",,,,,"    1",
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-22",,"0.00","0.0",,"44","36",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-23",,"0.01","0.0",,"42","32",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-24",,"0.58","0.0",,"47","36",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-25",,"0.00","0.0",,"43","28",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-26",,"0.00","0.0",,"36","25",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-27",,"0.00","0.0",,"31","23",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-02-28",,"0.03","0.1",,"37","27",,,,"    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-01",,"0.11","1.4",,"35","26",,,,"    1","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-02",,"0.53","4.0",,"41","31",,,,"    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-03",,"0.52","3.0",,"42","33",,,,"    1","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-04",,"0.29","2.0",,"38","28",,,,"    1","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-05",,"0.00","0.0",,"32","20",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-06",,"0.00","0.0",,"26","19",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-07",,"0.00","0.0",,"32","18",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-08",,"0.00","0.0",,"39","24",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-09",,"0.00","0.0",,"49","34",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-10",,"0.54","0.0",,"43","35",,,,"    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-11","9.17","0.00","0.0",,"53","39",,"  340","17.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-12","8.95","0.00","0.0",,"44","34",,"  290","17.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-13","2.46","0.00","0.0",,"49","32",,"  130","8.1",,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-14","2.91","0.00","0.0",,"57","42",,"  140","10.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-15","2.24","0.39","0.0",,"75","49",,"  270","14.1","    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-16","10.07","0.00","0.0",,"58","37",,"  280","19.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-17","6.26","0.00","0.0",,"45","34",,"  280","14.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-18","2.01","0.00","0.0",,"46","32",,"  310","10.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-19","3.13","0.00","0.0",,"51","35",,"  260","10.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-20","2.91","0.00","0.0",,"53","37",,"  200","10.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-21","7.83","0.75","0.0",,"46","41",,"   50","17.0","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-22","10.74","0.68","0.0",,"49","38",,"   40","21.0","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-23","9.84","0.00","0.0",,"48","35",,"  270","23.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-24","4.47","0.00","0.0",,"60","38",,"  260","13.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-25","4.25","0.00","0.0",,"56","42",,"   20","13.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-26","7.83","0.00","0.0",,"49","33",,"   10","16.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-27","4.03","0.00","0.0",,"47","34",,"   30","15.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-28","1.57","0.00","0.0",,"53","37",,"  150","8.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-29","2.01","0.00","0.0",,"59","49",,"  250","10.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-30","3.36","0.00","0.0",,"70","52",,"  170","8.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-03-31","5.82","0.06","0.0",,"65","39",,"  290","16.1",,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-01","7.16","0.00","0.0",,"46","33",,"  270","16.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-02","4.47","0.00","0.0",,"52","39",,"   50","14.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-03","7.38","0.00","0.0",,"67","41",,"  270","21.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-04","6.71","0.00","0.0",,"60","44",,"  290","15.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-05","5.82","0.20","0.0",,"45","38",,"   50","16.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-06","3.36","0.00","0.0",,"68","39",,"  300","13.0","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-07","1.57","0.00","0.0",,"66","51",,"  190","8.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-08","3.58","0.26","0.0",,"79","49",,"   50","15.0","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-09","2.91","0.03","0.0",,"51","46",,"   90","10.1","    1",,"    1",,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-10","6.49","0.00","0.0",,"60","45",,"  300","14.1","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-11","3.13","0.00","0.0",,"55","40",,"   20","14.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-12","3.80","0.63","0.0",,"68","46",,"   50","8.9","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-13","2.91","0.24","0.0",,"77","59",,"  260","8.9","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-14","1.57","0.01","0.0",,"73","60",,"  240","8.9","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-15","8.50","0.96","0.0",,"65","46",,"  270","23.9","    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-16","9.40","0.00","0.0",,"66","44",,"  280","17.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-17","3.13","0.01","0.0",,"63","48",,"   50","12.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-18","3.58","0.00","0.0",,"62","51",,"  130","10.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-19","3.36","0.01","0.0",,"80","58",,"  160","8.9","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-20","3.80","0.70","0.0",,"64","55",,"  160","6.9",,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-21","3.36","0.00","0.0",,"66","53",,"  150","10.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-22","4.47","0.24","0.0",,"64","52",,"  360","12.1","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-23","2.01","0.08","0.0",,"77","56",,"  140","8.9","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-24","5.82","0.00","0.0",,"69","55",,"  300","15.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-25","3.36","0.02","0.0",,"66","48",,"   40","10.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-26","4.92","1.03","0.0",,"59","51",,"   50","14.1","    1","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-27","6.93","0.07","0.0",,"58","47",,"  270","21.0","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-28","3.80","0.01","0.0",,"53","45",,"  360","12.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-29","2.68","0.01","0.0",,"60","41",,"  140","10.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-04-30","2.01","0.04","0.0",,"60","48",,"   60","10.1","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-01","2.46","0.00","0.0",,"56","50",,"  140","8.9","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-02","2.68","0.01","0.0",,"78","50",,"  130","12.1","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-03","2.46","0.06","0.0",,"56","50",,"   40","8.9","    1",,"    1",,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-04","1.12","0.11","0.0",,"71","53",,"   50","6.9","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-05","7.16","1.31","0.0",,"58","51",,"   50","17.0","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-06","4.03","0.00","0.0",,"74","51",,"   40","13.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-07","1.34","0.11","0.0",,"70","52",,"  360","8.9","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-08","4.47","0.00","0.0",,"71","55",,"   30","10.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-09","5.59","0.00","0.0",,"61","53",,"   50","16.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-10","1.57","0.04","0.0",,"73","56",,"  130","10.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-11","3.13","0.04","0.0",,"69","56",,"  280","10.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-12","8.50","1.32","0.0",,"59","43",,"   60","18.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-13","5.59","0.70","0.0",,"48","42",,"   50","15.0","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-14","2.24","0.30","0.0",,"52","44",,"  280","8.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-15","3.80","0.01","0.0",,"69","44",,"  250","10.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-16","2.68","0.12","0.0",,"73","52",,"  280","13.0","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-17","4.92","0.03","0.0",,"76","60",,"  250","13.0","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-18","2.68","0.00","0.0",,"75","56",,"  140","8.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-19","2.91","0.06","0.0",,"76","60",,"  140","12.1","    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-20","5.37","0.00","0.0",,"85","66",,"  240","18.1","    1",,"    1",,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2019-05-21","5.82","0.00","0.0",,"71","56",,"  290","15.0",,,,,,,
