"STATION","NAME","DATE","AWND","PRCP","SNOW","TAVG","TMAX","TMIN","TSUN","WDF2","WSF2","WT01","WT02","WT03","WT04","WT05","WT06","WT08"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-06-08","7.61","0.45","0.0",,"67","52",,"  290","17.0","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-06-09","8.95","0.00","0.0",,"71","54",,"  290","21.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-06-10","5.37","0.00","0.0",,"77","57",,"  300","14.1",,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-06-11","3.36","0.00","0.0",,"88","59",,"  270","15.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-06-12","8.05","0.00","0.0",,"83","62",,"  290","21.0",,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-06-13","7.38","0.00","0.0",,"74","57",,"  280","14.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-06-14","4.25","0.00","0.0",,"79","58",,"   20","10.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-06-15","2.46","0.00","0.0",,"85","62",,"  260","12.1",,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-06-16","1.79","0.22","0.0",,"74","65",,"  150","8.1","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-06-17","4.70","0.00","0.0",,"78","63",,"   70","13.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-06-18","2.68","0.00","0.0",,"87","61",,"  160","8.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-06-19","2.91","0.00","0.0",,"88","66",,"  170","12.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-06-20","3.13","0.00","0.0",,"84","64",,"  160","12.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-06-21","4.92","0.00","0.0",,"87","72",,"  300","15.0",,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-06-22","4.03","0.00","0.0",,"86","68",,"  290","17.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-06-23","2.01","0.00","0.0",,"83","69",,"   70","8.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-06-24","6.26","0.00","0.0",,"84","67",,"   60","15.0",,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-06-25","3.58","0.00","0.0",,"86","64",,"  170","8.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-06-26","2.46","0.00","0.0",,"87","67",,"  160","10.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-06-27","4.92","0.45","0.0",,"83","67",,"  160","12.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-06-28","3.58","0.12","0.0",,"76","68",,"  160","12.1","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-06-29","2.24","0.01","0.0",,"83","67",,"  270","10.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-06-30","2.91","0.00","0.0",,"85","67",,"  160","8.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-01","3.36","0.83","0.0",,"79","66",,"  170","13.0","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-02","5.37","0.00","0.0",,"76","63",,"  310","13.0","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-03","3.13","0.00","0.0",,"78","64",,"  250","8.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-04","3.13","0.49","0.0",,"84","66",,"  260","12.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-05","2.91","0.66","0.0",,"86","69",,"  280","12.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-06","2.46","0.00","0.0",,"91","75",,"  170","8.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-07","2.01","0.04","0.0",,"89","77",,"  260","8.9","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-08","5.37","0.08","0.0",,"86","67",,"   60","13.0","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-09","4.03","0.53","0.0",,"72","65",,"  150","10.1","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-10","4.25","0.00","0.0",,"80","66",,"  290","12.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-11","3.36","0.00","0.0",,"81","65",,"   60","10.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-12","4.25","0.00","0.0",,"82","68",,"  170","13.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-13","4.70","0.00","0.0",,"85","71",,"  230","10.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-14","2.91","0.62","0.0",,"88","73",,"  280","19.9","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-15","4.47","0.00","0.0",,"88","79",,"  280","13.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-16","4.25","0.00","0.0",,"90","75",,"  210","13.0",,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-17","2.68","0.00","0.0",,"89","75",,"  280","10.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-18","5.82","0.35","0.0",,"93","72",,"  250","13.0","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-19","4.92","0.00","0.0",,"83","73",,"  320","12.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-20","3.13","0.00","0.0",,"85","68",,"   80","10.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-21","5.14","0.00","0.0",,"90","71",,"  220","12.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-22","6.49","0.00","0.0",,"94","74",,"  280","16.1",,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-23","4.92","0.00","0.0",,"96","80",,"  290","15.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-24","4.03","0.00","0.0",,"94","75",,"  240","8.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-25","3.36","1.00","0.0",,"93","73",,"   60","18.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-26","4.25","0.00","0.0",,"89","72",,"  290","12.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-27","2.01","0.00","0.0",,"91","74",,"  250","8.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-28","3.13","0.00","0.0",,"95","75",,"  250","13.0","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-29","4.25","1.09","0.0",,"85","69",,"   60","13.0","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-30","3.58","0.25","0.0",,"84","73",,"  160","10.1","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-07-31","4.25","1.08","0.0",,"78","71",,"  120","14.1","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-01","4.92","0.00","0.0",,"80","69",,"   60","13.0","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-02","6.93","0.00","0.0",,"79","68",,"   70","16.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-03","2.91","0.00","0.0",,"80","66",,"  180","8.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-04","2.01","0.00","0.0",,"81","67",,"  250","8.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-05","3.80","0.00","0.0",,"83","69",,"  240","10.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-06","5.14","0.05","0.0",,"87","72",,"  290","14.1","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-07","4.03","0.00","0.0",,"86","70",,"  330","10.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-08","1.34","0.00","0.0",,"86","71",,"   60","8.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-09","2.68","0.00","0.0",,"87","71",,"  220","10.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-10","4.03","0.09","0.0",,"86","75",,"  260","12.1","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-11","4.47","0.15","0.0",,"91","74",,"  290","13.0","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-12","5.14","0.32","0.0",,"93","73",,"  250","13.0","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-13","4.03","0.00","0.0",,"96","81",,"  260","12.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-14","3.80","0.06","0.0",,"94","78",,"  280","12.1","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-15","2.91","0.00","0.0",,"92","77",,"  290","8.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-16","4.03","0.11","0.0",,"87","78",,"  230","13.0","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-17","5.37","0.01","0.0",,"85","77",,"  240","17.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-18","1.57","0.03","0.0",,"85","72",,"   50","8.9","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-19","2.24","0.01","0.0",,"88","74",,"   40","12.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-20","4.70","0.82","0.0",,"83","70",,"  160","16.1","    1","    1",,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-21","4.25","0.31","0.0",,"86","73",,"  200","12.1","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-22","5.82","0.00","0.0",,"79","65",,"  310","14.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-23","1.79","0.00","0.0",,"82","61",,"  290","8.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-24",,"0.00","0.0",,"88","68",,"  280","6.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-25",,"0.01","0.0",,"86","69",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-26",,"0.00","0.0",,"90","75",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-27","2.68","0.00","0.0",,"89","73",,"  180","10.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-28","2.46","0.00","0.0",,"89","72",,"   99","6.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-29","5.37","0.00","0.0",,"91","74",,"   50","10.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-30","3.13","0.00","0.0",,"86","69",,"   60","12.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-08-31","3.36","0.00","0.0",,"89","74",,"  230","8.9",,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-01","1.79","0.50","0.0",,"79","69",,"  350","10.1","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-02","6.04","0.00","0.0",,"81","66",,"   50","13.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-03","6.71","0.00","0.0",,"75","66",,"   60","15.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-04","6.71","0.00","0.0",,"80","65",,"   60","15.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-05","7.61","0.00","0.0",,"84","65",,"   30","16.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-06","9.62","0.00","0.0",,"80","71",,"   60","18.1","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-07","6.49","0.00","0.0",,"85","71",,"   70","14.1","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-08","2.68","0.00","0.0",,"89","71",,"  260","10.1","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-09","3.80","0.22","0.0",,"91","75",,"  280","10.1","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-10","4.03","0.00","0.0",,"90","74",,"  220","10.1","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-11","5.82","0.00","0.0",,"83","67",,"  310","16.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-12","4.25","0.00","0.0",,"78","62",,"   60","8.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-13","4.03","0.00","0.0",,"83","64",,"  220","13.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-14","4.92","0.56","0.0",,"91","67",,"   50","15.0","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-15","4.92","0.00","0.0",,"74","61",,"   60","15.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-16","2.68","0.00","0.0",,"73","61",,"  160","8.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-17","3.36","0.00","0.0",,"77","59",,"  160","10.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-18","3.58","0.00","0.0",,"82","70",,"  250","12.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-19","2.46","0.68","0.0",,"76","69",,"  280","12.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-20","2.24","0.00","0.0",,"82","68",,"   60","8.9","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-21","3.80","0.00","0.0",,"84","68",,"   30","12.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-22","2.46","0.00","0.0",,"86","65",,"  160","8.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-23","1.79","0.01","0.0",,"87","64",,"   40","12.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-24","5.14","0.20","0.0",,"71","58",,"   60","14.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-25","2.91","0.00","0.0",,"70","54",,"   50","10.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-26","4.47","0.00","0.0",,"74","54",,"  160","12.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-27","3.13","0.22","0.0",,"74","64",,"  260","10.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-28","8.05","0.00","0.0",,"69","56",,"   60","18.1","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-29","11.18","0.00","0.0",,"64","57",,"   70","21.0","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-09-30","9.62","0.40","0.0",,"59","56",,"   80","16.1","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-01","7.61","0.00","0.0",,"62","56",,"   70","16.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-02","2.68","0.00","0.0",,"63","57",,"   80","8.9","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-03","2.24","0.00","0.0",,"72","60",,"   60","6.9","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-04","7.61","0.00","0.0",,"69","60",,"   70","15.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-05","4.70","0.00","0.0",,"67","53",,"   60","13.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-06","2.01","0.00","0.0",,"73","55",,"  160","6.9","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-07","2.46","0.00","0.0",,"75","57",,"  160","8.9","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-08","2.01","0.23","0.0",,"68","58",,"  300","8.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-09","7.38","0.55","0.0",,"65","51",,"   30","16.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-10","4.70","0.00","0.0",,"64","47",,"  350","15.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-11","3.58","0.00","0.0",,"63","46",,"   60","8.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-12","1.12","0.00","0.0",,"66","53",,"  170","8.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-13","2.91","0.00","0.0",,"67","53",,"  340","12.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-14","4.70","0.00","0.0",,"62","47",,"   50","12.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-15","3.13","0.00","0.0",,"65","45",,"  160","8.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-16","4.03","0.00","0.0",,"69","53",,"  250","10.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-17","2.68","0.00","0.0",,"81","63",,"  280","8.1",,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-18","4.03","0.00","0.0",,"81","67",,"  230","14.1",,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-19","4.47","0.00","0.0",,"85","65",,"  250","13.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-20","6.26","0.00","0.0",,"70","62",,"  110","12.1","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-21","2.24","1.11","0.0",,"69","57",,"  300","12.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-22","10.51","0.29","0.0",,"57","47",,"  280","19.9","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-23","8.50","0.00","0.0",,"61","45",,"  290","21.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-24","6.04","0.00","0.0",,"62","47",,"  300","16.1",,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-25","6.49","0.00","0.0",,"52","43",,"  310","16.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-26","4.03","0.00","0.0",,"51","38",,"  310","13.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-27","5.14","1.41","0.0",,"55","40",,"  110","13.0","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-28","8.28","0.00","0.0",,"51","42",,"  300","19.9","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-29","4.25","0.00","0.0",,"64","39",,"  250","14.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-30","3.80","0.56","0.0",,"76","54",,"   10","18.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-10-31","4.92","0.00","0.0",,"54","44",,"   10","12.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-01","3.13","0.00","0.0",,"58","40",,"  150","10.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-02","3.13","0.00","0.0",,"70","54",,"  270","10.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-03","5.14","0.00","0.0",,"72","57",,"  250","15.0",,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-04","4.70","0.00","0.0",,"61","47",,"  300","12.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-05","3.13","0.00","0.0",,"62","44",,"  300","13.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-06","7.61","0.00","0.0",,"59","45",,"   20","16.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-07","5.37","0.00","0.0",,"53","41",,"   70","14.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-08","2.46","0.00","0.0",,"66","41",,"  260","8.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-09","3.58","0.06","0.0",,"59","49",,"   30","14.1","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-10","5.82","0.00","0.0",,"56","40",,"  260","14.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-11","8.28","0.00","0.0",,"63","41",,"  310","18.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-12","5.37","0.00","0.0",,"50","37",,"  340","12.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-13","5.37","0.00","0.0",,"61","41",,"  240","13.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-14","3.58","0.00","0.0",,"62","46",,"  270","13.0",,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-15","5.59","1.81","0.0",,"56","47",,"   30","17.0","    1","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-16","4.03","0.00","0.0",,"61","45",,"  240","10.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-17","4.25","0.00","0.0",,"61","49",,"   10","13.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-18","2.46","0.00","0.0",,"64","44",,"  310","8.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-19","4.92","0.25","0.0",,"63","37",,"  280","18.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-20","10.29","0.31","0.0",,"42","34",,"  280","25.1","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-21","13.20","0.00","0.0",,"41","36",,"  280","21.9",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-22","9.62","0.00","0.0",,"41","37",,"  310","21.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-23","4.92","0.00","0.0",,"45","35",,"  300","12.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-24","4.47","0.03","0.0",,"48","38",,"   80","8.9","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-25","2.01","0.02","0.0",,"54","45",,"  280","8.9","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-26","4.47","0.00","0.0",,"50","40",,"  310","14.1","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-27","4.70","0.00","0.0",,"50","39",,"  310","15.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-28","3.36","0.00","0.0",,"52","38",,"  210","10.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-29","4.92","2.20","0.0",,"60","51",,"  180","13.0","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-11-30","6.26","0.73","0.0",,"58","50",,"   80","18.1","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-01","7.61","0.07","0.0",,"54","42",,"  280","19.9","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-02","8.72","0.00","0.0",,"51","40",,"  290","17.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-03","8.72","0.00","0.0",,"47","41",,"  310","17.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-04","4.92","0.00","0.0",,"47","39",,"   20","12.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-05","5.59","0.19","0.0",,"49","38",,"  290","15.0","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-06","5.37","0.35","0.0",,"46","37",,"   60","15.0","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-07","3.80","0.09","0.0",,"46","40",,"   70","15.0","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-08",,"0.00","0.0",,"45","35",,,,,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-09",,"0.00","0.0",,"39","29",,"  310","21.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-10","6.04","0.00","0.0",,"35","28",,"  300","14.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-11","4.03","0.03","0.4",,"35","28",,"  260","12.1","    1",,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-12","6.26","0.50","0.0",,"46","34",,"  280","13.0","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-13","4.03","0.00","0.0",,"43","35",,"  250","13.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-14","5.59","0.00","0.0",,"42","34",,"  290","14.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-15","10.96","0.00","0.0",,"34","19",,"  310","25.1",,,,,,,"    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-16","6.04","0.00","0.0",,"27","17",,"  280","15.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-17","4.25","0.73","2.8",,"39","24",,"  240","15.0","    1",,,,,"    1","    1"
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-18","7.38","0.04","0.0",,"58","31",,"  300","18.1","    1","    1",,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-19","6.71","0.00","0.0",,"31","23",,"  340","14.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-20","3.13","0.00","0.0",,"33","20",,"  250","15.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-21","2.91","0.00","0.0",,"40","30",,"  240","13.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-22","6.26","0.00","0.0",,"49","37",,"  290","16.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-23","6.49","0.00","0.0",,"47","38",,"  250","15.0",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-24","4.92","0.47","0.0",,"47","38",,"  240","15.0","    1",,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-25","6.26","0.00","0.0",,"50","36",,"   70","14.1",,,,,,,
"USW00094728","NY CITY CENTRAL PARK, NY US","2016-12-26","6.49","0.02","0.0",,"50","33",,"   90","14.1","    1",,,,,,"    1"
