
time,weathercode (wmo code),temperature_2m_max (°C),temperature_2m_min (°C),precipitation_sum (mm),windspeed_10m_max (km/h),windgusts_10m_max (km/h),shortwave_radiation_sum (MJ/m²)
2018-01-01,1,-7.6,-14.4,0.00,19.9,39.2,9.86
2018-01-02,0,-3.8,-11.7,0.00,17.5,34.6,9.65
2018-01-03,3,-2.4,-11.2,0.00,10.2,20.9,9.23
2018-01-04,75,-4.7,-7.9,22.70,39.9,74.9,1.61
2018-01-05,3,-8.9,-15.6,0.00,30.1,56.9,10.34
2018-01-06,2,-12.5,-17.0,0.00,26.0,48.6,10.51
2018-01-07,2,-12.5,-22.6,0.00,15.8,29.2,10.40
2018-01-08,71,-1.7,-12.7,0.60,15.3,27.7,6.94
2018-01-09,3,3.4,-5.3,0.00,15.0,31.0,9.68
2018-01-10,3,1.7,-7.1,0.00,13.7,18.0,9.90
2018-01-11,3,7.8,1.1,0.00,11.3,19.1,7.38
2018-01-12,63,14.2,5.9,16.80,25.6,57.6,0.89
2018-01-13,63,13.5,-6.2,6.50,31.1,58.0,7.50
2018-01-14,1,-3.8,-10.0,0.00,20.5,37.1,10.87
2018-01-15,3,-1.9,-8.7,0.00,16.1,28.8,6.12
2018-01-16,3,4.0,-4.4,0.00,7.9,18.0,6.02
2018-01-17,73,1.2,-6.2,5.60,15.6,29.5,3.86
2018-01-18,0,0.3,-8.3,0.00,18.7,36.4,10.92
2018-01-19,1,3.9,-5.5,0.00,14.1,27.7,9.40
2018-01-20,1,9.6,-1.7,0.00,17.2,36.7,10.53
2018-01-21,3,9.3,-2.1,0.00,9.0,18.4,9.94
2018-01-22,51,8.2,3.4,0.60,11.9,17.6,3.23
2018-01-23,61,12.6,2.2,10.50,26.1,69.8,2.17
2018-01-24,2,4.6,-2.7,0.00,20.7,39.2,11.15
2018-01-25,2,0.8,-5.1,0.00,20.4,38.5,11.79
2018-01-26,0,2.2,-5.0,0.00,10.8,17.3,11.52
2018-01-27,3,11.3,-2.5,0.00,18.6,34.6,11.14
2018-01-28,53,9.4,3.6,5.80,18.6,38.2,2.62
2018-01-29,71,5.9,0.7,0.40,18.8,40.0,5.94
2018-01-30,73,3.0,-3.9,1.50,21.4,46.1,6.66
2018-01-31,3,-0.3,-7.6,0.00,20.6,43.2,12.29
2018-02-01,51,7.1,-1.5,0.10,13.0,30.2,7.87
2018-02-02,71,2.1,-8.0,5.10,27.4,51.8,11.91
2018-02-03,1,-0.8,-8.9,0.00,19.7,37.8,13.03
2018-02-04,63,6.8,-3.6,15.80,15.0,31.0,4.65
2018-02-05,63,2.7,-4.9,3.20,27.1,52.2,13.28
2018-02-06,71,2.9,-3.8,0.00,8.7,18.4,7.46
2018-02-07,73,7.1,-4.3,17.40,18.2,41.4,1.44
2018-02-08,51,1.0,-4.6,0.20,18.9,36.4,13.36
2018-02-09,71,1.0,-5.4,0.00,12.3,25.9,8.82
2018-02-10,55,10.5,1.0,6.40,10.8,21.2,5.30
2018-02-11,63,14.1,5.0,39.20,17.3,70.9,0.93
2018-02-12,51,15.0,-1.0,0.70,17.3,38.5,6.57
2018-02-13,2,2.0,-4.0,0.00,16.9,34.2,14.39
2018-02-14,73,11.0,-0.6,0.60,13.7,28.4,11.91
2018-02-15,61,15.0,5.6,3.80,12.0,28.1,6.74
2018-02-16,61,13.1,1.8,13.20,20.6,45.4,3.08
2018-02-17,75,3.5,-3.0,9.70,17.9,36.0,11.83
2018-02-18,75,4.8,0.1,5.50,20.4,37.4,15.62
2018-02-19,53,8.0,-3.8,0.80,14.0,43.6,8.26
2018-02-20,3,18.6,8.4,0.00,13.1,31.7,8.15
2018-02-21,53,22.7,11.0,2.20,17.7,38.2,8.13
2018-02-22,61,10.3,2.6,7.60,14.8,29.5,1.58
2018-02-23,61,5.0,1.6,7.30,13.8,31.0,1.40
2018-02-24,55,12.7,5.2,4.50,15.5,29.9,8.82
2018-02-25,63,6.9,5.0,16.70,21.6,40.0,1.54
2018-02-26,3,10.9,3.2,0.00,12.7,24.5,10.07
2018-02-27,1,12.1,-1.4,0.00,13.6,23.4,17.00
2018-02-28,3,14.1,1.5,0.00,14.1,28.8,15.85
2018-03-01,55,14.0,4.3,2.60,13.1,30.6,9.69
2018-03-02,75,6.0,1.7,48.40,45.3,87.5,1.27
2018-03-03,71,7.1,1.4,0.10,35.9,69.1,13.49
2018-03-04,3,6.2,-0.6,0.00,24.6,47.9,10.49
2018-03-05,3,5.4,-1.8,0.00,24.9,50.0,12.57
2018-03-06,71,6.5,-3.1,0.40,13.7,29.2,15.45
2018-03-07,75,1.9,0.7,34.30,30.9,68.0,2.97
2018-03-08,71,3.9,-2.2,0.20,20.7,41.8,16.19
2018-03-09,51,4.2,-5.4,0.10,25.2,47.9,15.99
2018-03-10,3,3.6,-3.2,0.00,24.5,46.8,14.51
2018-03-11,2,4.4,-7.4,0.00,15.6,33.1,19.25
2018-03-12,71,5.0,-6.2,0.90,17.6,32.8,12.50
2018-03-13,75,3.5,-1.2,10.20,26.4,49.7,11.24
2018-03-14,71,3.3,-2.9,0.80,25.2,54.7,16.99
2018-03-15,51,5.4,-2.0,0.10,26.1,50.0,18.02
2018-03-16,3,3.0,-3.0,0.00,31.4,61.6,18.13
2018-03-17,0,7.8,-4.1,0.00,25.2,47.2,20.74
2018-03-18,0,5.1,-6.0,0.00,19.0,38.9,21.13
2018-03-19,1,7.1,-3.0,0.00,12.6,25.2,21.06
2018-03-20,71,4.2,-3.6,0.30,17.6,32.4,11.17
2018-03-21,73,2.0,-0.2,16.20,23.3,43.9,3.59
2018-03-22,73,5.9,0.1,4.80,22.0,54.0,21.28
2018-03-23,2,5.3,-3.0,0.00,16.5,29.2,17.92
2018-03-24,2,7.4,-2.8,0.00,19.1,31.0,18.26
2018-03-25,71,5.5,-1.8,2.00,19.9,41.8,15.37
2018-03-26,0,7.3,-4.2,0.00,15.0,32.8,22.60
2018-03-27,51,5.6,-3.3,0.20,8.7,17.6,14.08
2018-03-28,51,9.7,2.4,0.80,9.8,18.4,7.13
2018-03-29,51,11.6,6.3,0.30,10.9,19.1,7.65
2018-03-30,51,16.7,5.8,1.70,17.8,42.8,6.07
2018-03-31,1,12.1,0.8,0.00,20.5,37.8,23.77
2018-04-01,3,14.4,4.4,0.00,19.2,37.4,15.74
2018-04-02,75,4.9,-1.2,12.40,14.5,28.1,14.84
2018-04-03,61,5.8,-2.2,6.70,13.5,41.8,3.16
2018-04-04,61,18.5,3.9,3.80,32.5,68.8,10.33
2018-04-05,3,7.6,-0.2,0.00,28.2,53.3,21.81
2018-04-06,51,13.9,-0.3,1.30,24.5,40.3,10.67
2018-04-07,3,8.5,2.6,0.00,18.4,35.3,18.08
2018-04-08,3,7.1,-0.7,0.00,20.0,39.6,20.52
2018-04-09,3,7.5,-2.7,0.00,14.2,31.7,21.73
2018-04-10,51,9.7,1.9,0.70,13.7,25.6,16.11
2018-04-11,3,9.3,-0.7,0.00,14.2,26.6,19.74
2018-04-12,51,15.4,3.8,0.20,23.7,44.3,17.44
2018-04-13,51,25.1,12.6,0.10,23.0,45.0,20.92
2018-04-14,3,23.8,7.2,0.00,26.5,49.0,23.97
2018-04-15,55,6.7,3.6,2.20,28.6,56.2,4.73
2018-04-16,63,14.2,3.9,39.70,30.6,95.0,7.58
2018-04-17,51,8.4,3.7,0.20,23.1,46.4,14.61
2018-04-18,3,11.7,1.0,0.00,20.2,40.7,24.08
2018-04-19,55,8.3,3.5,8.10,20.6,38.5,7.69
2018-04-20,3,10.8,0.8,0.00,24.1,47.5,24.34
2018-04-21,1,14.9,0.7,0.00,13.0,28.1,26.77
2018-04-22,0,16.3,1.8,0.00,12.3,24.1,27.48
2018-04-23,1,15.9,3.1,0.00,13.7,25.2,27.44
2018-04-24,53,15.9,4.4,0.80,17.8,35.3,23.49
2018-04-25,61,13.8,9.8,14.30,17.4,38.2,4.93
2018-04-26,51,18.4,11.3,0.20,20.3,39.2,23.45
2018-04-27,55,11.8,8.0,6.60,15.0,40.7,7.27
2018-04-28,51,17.5,6.9,0.40,16.5,32.8,19.61
2018-04-29,51,13.7,7.0,0.80,22.1,42.8,22.71
2018-04-30,51,11.7,5.9,0.60,24.6,49.0,15.38
2018-05-01,1,23.7,5.8,0.00,15.4,26.6,28.12
2018-05-02,1,28.4,12.3,0.00,18.3,33.5,27.60
2018-05-03,2,30.3,15.8,0.00,20.0,38.2,25.08
2018-05-04,3,27.9,17.6,0.00,25.2,37.1,17.55
2018-05-05,51,23.1,14.5,0.30,21.2,39.6,19.23
2018-05-06,53,16.5,13.9,1.80,14.2,27.0,8.59
2018-05-07,3,21.2,11.3,0.00,10.5,24.8,22.78
2018-05-08,0,19.8,9.4,0.00,12.0,24.5,25.45
2018-05-09,1,21.7,10.3,0.00,12.5,24.5,27.45
2018-05-10,3,20.6,9.1,0.00,15.3,37.1,22.83
2018-05-11,1,21.3,14.1,0.00,15.3,31.7,27.35
2018-05-12,61,15.4,10.8,10.00,13.5,36.4,7.61
2018-05-13,61,13.3,10.8,5.40,12.7,27.0,5.42
2018-05-14,63,19.9,10.4,6.80,12.0,32.8,11.20
2018-05-15,63,29.1,16.1,8.80,18.1,45.0,23.58
2018-05-16,61,17.1,12.9,13.60,14.6,27.4,4.91
2018-05-17,63,19.8,13.0,14.90,10.9,22.7,8.75
2018-05-18,3,16.8,11.7,0.00,22.1,42.1,11.43
2018-05-19,61,16.4,10.4,14.10,18.2,38.5,2.42
2018-05-20,53,26.2,17.5,1.70,19.5,40.0,16.75
2018-05-21,1,23.0,12.6,0.00,11.4,24.5,29.38
2018-05-22,61,18.5,13.2,5.60,11.3,23.0,9.26
2018-05-23,55,25.5,14.1,1.60,13.5,25.2,19.83
2018-05-24,0,26.0,15.0,0.00,13.7,25.9,29.75
2018-05-25,1,28.3,15.3,0.00,17.6,33.5,29.29
2018-05-26,2,30.6,19.7,0.00,16.6,30.2,26.47
2018-05-27,61,21.6,14.0,16.80,21.0,41.8,3.59
2018-05-28,3,20.5,13.3,0.00,11.9,28.1,15.95
2018-05-29,3,28.4,16.6,0.00,11.4,22.3,24.98
2018-05-30,3,21.6,15.1,0.00,14.4,29.2,16.94
2018-05-31,51,20.4,15.1,1.10,12.2,27.4,6.70
2018-06-01,55,26.4,17.7,5.30,8.9,19.1,12.63
2018-06-02,53,27.3,19.9,1.20,13.2,28.8,16.73
2018-06-03,53,18.8,12.2,2.50,19.9,42.5,11.56
2018-06-04,61,19.7,11.4,8.00,18.1,39.6,11.14
2018-06-05,51,22.5,11.5,0.60,22.1,49.0,24.70
2018-06-06,3,20.0,12.6,0.00,10.2,22.7,16.62
2018-06-07,3,19.9,13.4,0.00,14.4,28.1,18.39
2018-06-08,2,25.2,13.6,0.00,11.8,20.9,22.89
2018-06-09,3,25.6,17.4,0.00,11.3,22.0,25.96
2018-06-10,53,19.7,15.0,4.40,8.6,17.6,7.38
2018-06-11,53,20.1,13.3,4.30,12.9,28.1,20.30
2018-06-12,1,21.8,11.1,0.00,19.1,36.4,30.44
2018-06-13,61,23.0,15.2,6.00,18.1,37.4,8.42
2018-06-14,1,26.9,18.3,0.00,23.2,42.5,29.64
2018-06-15,3,22.8,15.8,0.00,18.8,43.2,20.15
2018-06-16,1,27.0,13.7,0.00,10.0,19.4,29.64
2018-06-17,1,29.6,15.4,0.00,13.2,27.7,29.62
2018-06-18,2,31.3,19.3,0.00,17.1,32.0,26.16
2018-06-19,61,29.8,21.6,3.10,17.2,33.5,27.22
2018-06-20,55,27.1,17.8,1.40,12.5,27.7,21.53
2018-06-21,61,28.1,19.5,5.50,10.2,22.3,28.25
2018-06-22,51,21.7,17.6,1.90,16.1,36.0,17.06
2018-06-23,61,21.3,17.2,7.30,15.8,33.1,6.15
2018-06-24,51,27.9,18.8,0.40,12.9,33.5,17.99
2018-06-25,1,25.9,18.7,0.00,20.1,40.3,28.61
2018-06-26,3,23.4,15.7,0.00,18.1,34.2,25.59
2018-06-27,55,23.5,16.4,3.70,17.6,38.9,11.36
2018-06-28,61,28.4,19.8,11.80,15.5,34.6,13.22
2018-06-29,1,31.0,19.7,0.00,14.3,24.5,28.59
2018-06-30,0,32.4,18.7,0.00,10.5,19.4,29.51
2018-07-01,1,34.7,22.5,0.00,9.1,19.4,26.17
2018-07-02,0,33.9,22.3,0.00,15.8,29.2,29.22
2018-07-03,55,31.9,23.1,5.00,8.9,21.2,22.63
2018-07-04,61,29.2,23.7,2.70,9.0,22.3,16.52
2018-07-05,2,30.0,23.4,0.00,15.2,29.9,21.61
2018-07-06,63,27.1,22.1,6.10,17.9,37.8,9.84
2018-07-07,0,23.8,17.0,0.00,18.5,37.4,30.58
2018-07-08,0,26.7,15.1,0.00,11.4,28.4,29.97
2018-07-09,0,29.8,16.0,0.00,12.5,27.0,29.63
2018-07-10,1,33.4,19.0,0.00,12.4,25.9,29.03
2018-07-11,2,29.6,21.5,0.00,13.8,27.4,24.61
2018-07-12,51,27.8,20.1,0.10,11.0,28.4,21.81
2018-07-13,1,27.9,19.2,0.00,14.0,29.2,24.01
2018-07-14,3,31.0,19.2,0.00,13.9,25.2,21.50
2018-07-15,53,29.2,21.7,3.30,14.2,27.4,16.64
2018-07-16,55,32.7,22.0,1.10,13.3,29.9,24.30
2018-07-17,63,30.2,22.9,23.40,13.5,37.4,12.93
2018-07-18,3,28.3,19.6,0.00,15.9,32.4,26.56
2018-07-19,0,26.6,17.5,0.00,12.4,29.9,29.47
2018-07-20,1,26.3,18.2,0.00,14.6,30.6,27.98
2018-07-21,63,23.8,16.8,13.60,27.8,46.4,20.73
2018-07-22,63,27.7,20.5,21.60,33.1,70.2,18.58
2018-07-23,55,25.0,22.8,7.00,20.0,41.4,8.57
2018-07-24,53,27.2,22.9,3.60,25.4,50.0,18.47
2018-07-25,63,25.5,22.2,23.10,20.7,42.1,7.75
2018-07-26,55,28.8,21.8,4.00,10.7,26.6,19.29
2018-07-27,63,29.5,20.9,10.50,13.4,32.4,22.48
2018-07-28,63,28.3,21.5,9.40,14.9,28.4,17.46
2018-07-29,3,27.2,20.0,0.00,11.5,24.5,22.28
2018-07-30,2,26.3,18.6,0.00,9.2,22.0,16.37
2018-07-31,3,25.5,19.1,0.00,11.8,24.1,18.57
2018-08-01,55,28.5,21.4,6.80,16.9,41.0,13.68
2018-08-02,61,29.0,23.8,5.70,15.5,42.1,15.44
2018-08-03,63,27.9,22.9,11.80,17.6,41.0,15.82
2018-08-04,63,27.9,22.0,24.10,10.7,27.7,10.03
2018-08-05,1,31.4,20.4,0.00,7.2,17.6,25.05
2018-08-06,1,32.1,22.9,0.00,11.4,23.0,24.33
2018-08-07,51,30.9,23.5,0.50,14.0,28.4,21.33
2018-08-08,61,31.2,22.9,3.90,10.9,22.7,20.42
2018-08-09,51,29.9,23.3,0.30,13.1,31.7,22.92
2018-08-10,2,30.3,20.0,0.00,9.7,20.2,23.46
2018-08-11,63,25.4,22.4,28.20,9.4,21.2,10.39
2018-08-12,61,27.1,21.9,6.90,9.9,21.6,13.82
2018-08-13,61,24.2,22.1,9.90,16.7,32.4,7.92
2018-08-14,63,26.7,20.4,10.30,12.6,32.0,18.36
2018-08-15,51,30.1,20.2,0.60,14.6,26.3,23.27
2018-08-16,1,31.4,22.4,0.00,11.9,21.6,24.63
2018-08-17,61,30.2,22.6,3.10,15.9,31.0,19.16
2018-08-18,61,28.5,22.3,6.50,15.5,34.9,15.94
2018-08-19,53,22.5,20.5,2.30,16.5,33.8,5.85
2018-08-20,51,23.5,18.7,0.60,14.4,30.2,14.60
2018-08-21,51,23.9,19.3,0.30,16.1,31.3,12.54
2018-08-22,63,27.8,21.4,8.90,15.9,35.3,18.76
2018-08-23,2,24.4,18.2,0.00,15.8,33.5,22.91
2018-08-24,0,27.1,16.6,0.00,11.1,24.5,23.65
2018-08-25,2,25.1,17.2,0.00,12.3,22.3,20.90
2018-08-26,3,28.1,16.7,0.00,13.8,25.9,19.14
2018-08-27,1,31.5,20.7,0.00,9.8,20.5,22.24
2018-08-28,1,33.8,23.4,0.00,13.9,24.8,22.14
2018-08-29,51,33.3,24.2,0.40,16.3,34.6,21.41
2018-08-30,2,30.6,24.4,0.00,14.1,27.4,20.93
2018-08-31,53,23.9,20.8,3.50,16.5,33.8,7.92
2018-09-01,51,23.7,19.8,0.40,14.2,27.0,13.81
2018-09-02,3,26.5,19.3,0.00,11.8,24.1,11.85
2018-09-03,3,31.1,21.8,0.00,9.2,18.4,17.25
2018-09-04,51,32.3,23.5,0.10,9.7,19.8,20.53
2018-09-05,51,30.5,22.6,0.30,13.1,25.6,18.38
2018-09-06,63,33.4,23.9,5.90,12.1,24.5,18.15
2018-09-07,53,23.8,21.4,4.60,13.7,28.4,4.49
2018-09-08,53,21.3,15.8,5.70,17.7,38.2,7.36
2018-09-09,61,16.3,13.5,22.90,18.8,35.3,2.71
2018-09-10,63,18.8,14.0,21.50,22.1,43.6,2.64
2018-09-11,53,24.2,18.1,2.40,14.5,30.2,8.11
2018-09-12,61,23.7,21.4,5.40,7.7,19.8,5.26
2018-09-13,61,23.0,20.7,5.10,13.3,27.0,4.83
2018-09-14,3,23.9,19.5,0.00,14.4,25.6,8.63
2018-09-15,3,24.5,18.7,0.00,7.9,18.0,10.48
2018-09-16,3,26.8,17.8,0.00,10.0,19.1,18.24
2018-09-17,53,25.3,17.9,4.30,12.7,24.5,9.28
2018-09-18,63,24.2,19.6,17.90,17.3,33.5,4.08
2018-09-19,3,26.0,18.1,0.00,12.3,29.5,15.18
2018-09-20,3,20.6,17.9,0.00,11.5,22.7,5.77
2018-09-21,3,22.3,18.4,0.00,18.2,34.6,6.04
2018-09-22,55,21.9,16.7,1.80,19.4,40.3,17.14
2018-09-23,53,18.6,15.5,0.80,10.8,21.2,4.33
2018-09-24,3,19.1,14.8,0.00,22.4,43.6,11.40
2018-09-25,63,21.5,15.5,47.20,20.0,43.2,1.43
2018-09-26,53,26.8,20.5,2.10,17.1,34.2,10.17
2018-09-27,53,21.3,15.9,0.60,18.7,32.0,14.96
2018-09-28,63,17.7,14.0,24.00,21.7,50.0,6.23
2018-09-29,2,22.4,13.0,0.00,10.6,20.9,16.17
2018-09-30,1,20.4,12.2,0.00,10.3,22.0,17.52
2018-10-01,3,23.5,15.3,0.00,14.8,27.4,8.58
2018-10-02,61,25.1,18.0,4.50,16.2,34.6,11.13
2018-10-03,63,22.9,17.1,12.00,13.5,31.0,10.00
2018-10-04,53,25.7,14.8,0.90,15.0,29.2,11.74
2018-10-05,2,20.7,15.1,0.00,17.1,33.8,14.30
2018-10-06,3,19.1,14.7,0.00,14.6,27.4,3.03
2018-10-07,3,25.3,19.3,0.00,12.0,22.3,6.55
2018-10-08,51,20.6,18.2,1.00,13.7,29.9,2.12
2018-10-09,3,24.7,19.0,0.00,10.5,23.0,6.74
2018-10-10,51,25.4,19.4,0.40,12.4,27.4,8.40
2018-10-11,61,24.0,20.9,12.50,24.0,46.1,3.59
2018-10-12,63,21.4,11.2,9.50,28.4,53.3,14.97
2018-10-13,55,13.0,8.7,3.70,18.2,36.0,8.23
2018-10-14,3,15.1,7.2,0.00,10.7,26.3,10.69
2018-10-15,55,19.1,9.5,3.50,24.2,51.5,3.25
2018-10-16,53,17.1,8.7,1.00,22.9,44.6,13.88
2018-10-17,1,15.8,7.5,0.00,27.4,51.5,14.82
2018-10-18,0,9.9,4.9,0.00,20.2,41.8,15.67
2018-10-19,51,14.7,3.6,0.40,18.2,34.9,14.62
2018-10-20,61,16.1,10.2,4.80,19.6,37.8,7.18
2018-10-21,51,9.9,4.2,0.10,29.9,61.2,14.47
2018-10-22,3,10.6,2.2,0.00,14.7,28.4,11.47
2018-10-23,2,16.8,5.6,0.00,15.5,32.8,12.16
2018-10-24,3,12.2,6.3,0.00,25.4,49.0,11.69
2018-10-25,1,10.7,3.6,0.00,17.2,35.6,13.55
2018-10-26,3,9.4,1.8,0.00,14.8,29.2,11.15
2018-10-27,63,11.5,7.6,26.30,34.1,68.8,1.60
2018-10-28,51,11.2,6.8,0.50,15.3,33.5,7.35
2018-10-29,53,12.9,7.3,1.50,20.2,39.6,8.23
2018-10-30,0,12.5,4.8,0.00,18.7,35.6,13.35
2018-10-31,1,17.4,5.0,0.00,17.0,32.0,12.09
2018-11-01,2,20.6,11.4,0.00,19.5,29.5,10.28
2018-11-02,61,19.7,17.2,9.90,24.4,55.1,2.73
2018-11-03,63,18.3,8.6,8.50,29.5,76.0,8.12
2018-11-04,1,11.6,3.8,0.00,13.4,27.0,12.58
2018-11-05,61,11.2,5.7,5.20,19.6,44.3,3.05
2018-11-06,63,18.0,9.5,10.90,15.2,65.2,1.26
2018-11-07,2,16.7,8.1,0.00,18.5,35.3,11.93
2018-11-08,2,12.3,5.6,0.00,14.9,28.4,11.42
2018-11-09,63,10.6,3.9,22.50,20.5,50.0,3.10
2018-11-10,51,10.5,2.1,0.50,28.6,57.2,10.23
2018-11-11,0,7.3,-0.0,0.00,14.2,29.2,11.85
2018-11-12,51,8.6,0.1,0.20,8.6,19.4,10.16
2018-11-13,63,11.2,5.2,22.70,22.1,44.3,1.57
2018-11-14,2,4.8,0.1,0.00,21.4,42.8,10.42
2018-11-15,75,3.5,-0.6,20.20,26.6,49.7,2.20
2018-11-16,73,7.2,1.6,7.40,31.3,69.8,9.33
2018-11-17,3,8.4,0.2,0.00,18.4,33.8,10.27
2018-11-18,51,6.1,0.5,0.50,10.9,21.6,7.14
2018-11-19,3,10.3,2.5,0.00,8.7,15.8,7.09
2018-11-20,51,7.7,2.5,1.20,16.1,29.5,3.51
2018-11-21,3,7.1,-1.5,0.00,25.6,49.0,8.46
2018-11-22,1,-2.5,-7.0,0.00,24.1,49.0,10.82
2018-11-23,1,-1.0,-8.3,0.00,16.9,39.6,10.64
2018-11-24,63,10.1,-4.3,12.20,16.9,44.6,6.26
2018-11-25,63,12.0,5.0,20.60,24.5,60.5,7.96
2018-11-26,63,10.8,3.1,23.40,22.6,53.3,3.32
2018-11-27,51,8.0,1.4,0.50,27.1,53.6,7.43
2018-11-28,3,5.4,0.8,0.00,32.9,61.9,6.62
2018-11-29,3,6.7,0.6,0.00,27.9,51.8,8.39
2018-11-30,71,4.4,-1.6,2.10,12.2,22.0,2.64
2018-12-01,55,6.4,-1.8,3.60,10.1,22.3,7.43
2018-12-02,61,14.3,5.4,8.70,15.0,26.6,1.17
2018-12-03,3,12.3,5.5,0.00,21.3,41.8,7.97
2018-12-04,3,5.1,-2.0,0.00,18.5,35.3,8.29
2018-12-05,3,2.4,-4.4,0.00,11.5,24.8,7.05
2018-12-06,3,3.8,-3.8,0.00,18.1,35.6,8.98
2018-12-07,1,3.1,-3.9,0.00,19.0,38.2,9.51
2018-12-08,3,1.6,-5.9,0.00,14.8,28.1,8.11
2018-12-09,1,1.4,-4.6,0.00,7.6,21.6,7.11
2018-12-10,1,3.2,-3.6,0.00,13.4,29.9,9.22
2018-12-11,0,3.5,-5.0,0.00,13.8,23.8,9.10
2018-12-12,3,4.3,-2.7,0.00,14.2,27.7,7.67
2018-12-13,3,5.5,-1.8,0.00,15.3,27.7,2.91
2018-12-14,3,9.9,0.7,0.00,10.6,25.6,4.14
2018-12-15,53,8.6,5.9,3.80,19.1,33.5,1.56
2018-12-16,61,5.4,2.0,24.80,24.2,48.6,0.72
2018-12-17,51,7.0,1.4,1.10,22.5,41.0,6.52
2018-12-18,3,2.1,-2.5,0.00,25.2,49.0,9.03
2018-12-19,1,4.3,-4.8,0.00,12.3,23.8,8.41
2018-12-20,55,8.4,-2.2,6.60,14.2,26.6,5.18
2018-12-21,63,15.0,9.5,45.10,29.8,78.8,0.79
2018-12-22,51,10.9,2.4,0.20,28.9,56.9,7.15
2018-12-23,3,5.8,-1.1,0.00,16.9,34.2,8.68
2018-12-24,71,6.2,-0.0,1.70,15.9,29.2,4.83
2018-12-25,3,4.5,-2.0,0.00,16.4,30.6,8.47
2018-12-26,3,5.4,-3.6,0.00,13.8,26.3,7.59
2018-12-27,3,5.1,-1.9,0.00,11.6,21.2,8.67
2018-12-28,63,12.4,2.6,22.10,25.2,42.5,0.45
2018-12-29,3,11.6,1.6,0.00,20.4,37.8,8.91
2018-12-30,71,4.7,-0.2,0.00,8.4,19.4,5.83
2018-12-31,63,7.9,-0.8,14.30,18.7,35.6,4.20
2019-01-01,63,14.3,2.6,14.40,27.9,58.0,6.43
2019-01-02,3,3.5,-1.1,0.00,10.7,27.0,6.80
2019-01-03,3,6.2,-1.3,0.00,19.6,39.2,7.51
2019-01-04,2,7.0,-2.2,0.00,14.6,32.8,7.02
2019-01-05,61,6.2,3.4,13.20,17.3,33.8,1.12
2019-01-06,3,8.4,-0.2,0.00,22.8,43.6,7.60
2019-01-07,3,0.4,-3.9,0.00,18.4,35.3,7.60
2019-01-08,71,8.1,-0.1,1.30,12.2,22.7,3.91
2019-01-09,61,6.6,0.3,3.50,29.8,56.2,9.21
2019-01-10,3,1.1,-2.7,0.00,30.1,59.8,7.59
2019-01-11,3,-1.3,-5.4,0.00,24.7,48.6,10.04
2019-01-12,3,0.4,-6.2,0.00,13.1,29.5,9.34
2019-01-13,71,-0.7,-3.4,0.00,16.0,33.5,7.06
2019-01-14,2,0.3,-5.3,0.00,17.6,35.3,9.59
2019-01-15,3,2.5,-5.6,0.00,9.3,19.4,9.48
2019-01-16,3,4.5,-4.7,0.00,18.8,39.2,8.62
2019-01-17,3,-0.4,-4.7,0.00,11.3,20.9,9.24
2019-01-18,71,4.0,-1.9,0.70,9.9,15.5,7.65
2019-01-19,73,2.4,-4.2,2.60,18.0,32.0,6.57
2019-01-20,73,9.3,-11.6,26.30,28.3,58.0,2.56
2019-01-21,3,-10.5,-16.2,0.00,34.2,67.3,11.08
2019-01-22,1,-1.5,-12.3,0.00,22.2,45.4,11.48
2019-01-23,3,7.1,-4.5,0.00,18.4,31.3,6.20
2019-01-24,63,12.9,-0.2,25.80,32.1,73.1,0.70
2019-01-25,3,3.3,-3.4,0.00,23.8,45.7,10.80
2019-01-26,2,1.0,-6.2,0.00,14.1,28.8,10.78
2019-01-27,2,8.1,-4.7,0.00,22.0,46.1,10.39
2019-01-28,2,0.2,-4.7,0.00,14.9,29.2,11.20
2019-01-29,73,4.5,-5.5,6.30,16.4,34.2,3.87
2019-01-30,73,0.1,-14.4,0.80,35.9,72.4,11.44
2019-01-31,0,-8.6,-16.9,0.00,20.3,43.6,13.13
2019-02-01,3,-5.7,-12.8,0.00,7.7,19.1,8.76
2019-02-02,1,1.3,-10.3,0.00,19.9,37.8,11.89
2019-02-03,1,9.1,-4.3,0.00,15.4,26.6,12.10
2019-02-04,1,13.2,-2.2,0.00,11.3,18.4,12.46
2019-02-05,1,16.6,-0.8,0.00,13.4,25.6,11.21
2019-02-06,55,6.2,-2.1,4.30,13.4,25.2,10.36
2019-02-07,61,7.0,2.7,6.50,12.6,31.3,4.81
2019-02-08,55,10.4,-0.3,3.00,25.3,53.3,6.71
2019-02-09,0,0.4,-4.4,0.00,27.8,51.1,14.21
2019-02-10,3,1.7,-6.6,0.00,11.3,23.4,12.72
2019-02-11,71,2.5,-2.0,0.40,7.5,15.5,7.42
2019-02-12,75,3.3,-1.7,13.00,23.9,46.4,1.48
2019-02-13,61,4.5,-1.5,5.70,23.8,61.2,10.59
2019-02-14,3,6.8,-2.6,0.00,17.4,37.1,14.53
2019-02-15,3,13.8,1.5,0.00,15.6,37.1,9.24
2019-02-16,3,7.0,-1.7,0.00,16.1,29.9,15.10
2019-02-17,73,2.4,-4.9,1.70,13.4,24.8,13.40
2019-02-18,73,5.9,-3.3,6.00,24.4,46.4,7.09
2019-02-19,1,1.6,-4.9,0.00,18.5,39.2,15.71
2019-02-20,75,0.5,-4.2,10.60,12.2,45.4,2.90
